0.000000000000000000e+00,-1.411542162095367425e+00
1.000000000000000021e-02,-1.681462826322224213e+00
2.000000000000000042e-02,-1.977290835447202078e+00
2.999999999999999889e-02,-1.829587145392679304e+00
4.000000000000000083e-02,-1.349481846996451351e+00
5.000000000000000278e-02,-1.881913917257509228e+00
5.999999999999999778e-02,-1.671703769282668839e+00
7.000000000000000666e-02,-1.310882181508327360e+00
8.000000000000000167e-02,-1.365694420512301388e+00
8.999999999999999667e-02,-1.549989328281712986e+00
1.000000000000000056e-01,-1.595856361477257623e+00
1.100000000000000006e-01,-1.655717165921597234e+00
1.199999999999999956e-01,-1.514153109963565891e+00
1.300000000000000044e-01,-1.306412807363281026e+00
1.400000000000000133e-01,-1.481243191146010219e+00
1.499999999999999944e-01,-1.433903390018914870e+00
1.600000000000000033e-01,-1.365612703372350634e+00
1.700000000000000122e-01,-1.714651128801700564e+00
1.799999999999999933e-01,-1.424167987441433247e+00
1.900000000000000022e-01,-1.579781160517987004e+00
2.000000000000000111e-01,-1.911209735625027939e+00
2.099999999999999922e-01,-1.851221529024067225e+00
2.200000000000000011e-01,-2.344691860527590599e+00
2.300000000000000100e-01,-1.448716992322307995e+00
2.399999999999999911e-01,-1.509534278413648734e+00
2.500000000000000000e-01,-1.497153974639719776e+00
2.600000000000000089e-01,-1.230373256305347773e+00
2.700000000000000178e-01,-1.711585049013634396e+00
2.800000000000000266e-01,-1.523544467665778557e+00
2.899999999999999800e-01,-1.471973023140265235e+00
2.999999999999999889e-01,-1.626289234931173056e+00
3.099999999999999978e-01,-1.491397815729625043e+00
3.200000000000000067e-01,-1.752263584305252087e+00
3.300000000000000155e-01,-1.298998251642729862e+00
3.400000000000000244e-01,-1.610940394393479913e+00
3.500000000000000333e-01,-1.202203240909501147e+00
3.599999999999999867e-01,-1.510000494752664402e+00
3.699999999999999956e-01,-1.349138417914418575e+00
3.800000000000000044e-01,-1.509560015246866449e+00
3.900000000000000133e-01,-1.504395317120079900e+00
4.000000000000000222e-01,-1.585608324450375806e+00
4.100000000000000311e-01,-1.478356541645926114e+00
4.199999999999999845e-01,-1.446747557464820089e+00
4.299999999999999933e-01,-1.610309392127171835e+00
4.400000000000000022e-01,-1.509651555513490173e+00
4.500000000000000111e-01,-1.580635023164164377e+00
4.600000000000000200e-01,-1.142396905305865351e+00
4.700000000000000289e-01,-1.499033475693753337e+00
4.799999999999999822e-01,-1.252017403472988732e+00
4.899999999999999911e-01,-1.511374963025841511e+00
5.000000000000000000e-01,-1.441368875103728575e+00
5.100000000000000089e-01,-1.676698060357493691e+00
5.200000000000000178e-01,-1.543786786610580775e+00
5.300000000000000266e-01,-1.443379164970261641e+00
5.400000000000000355e-01,-1.235293277837152592e+00
5.500000000000000444e-01,-1.438131941452193807e+00
5.600000000000000533e-01,-1.262107827873080845e+00
5.700000000000000622e-01,-1.371794057391853894e+00
5.799999999999999600e-01,-1.222031782390781363e+00
5.899999999999999689e-01,-1.473237892408527872e+00
5.999999999999999778e-01,-1.104088746427632772e+00
6.099999999999999867e-01,-1.533673192981854561e+00
6.199999999999999956e-01,-1.574075663096864641e+00
6.300000000000000044e-01,-1.638857956342734346e+00
6.400000000000000133e-01,-1.105940984174154984e+00
6.500000000000000222e-01,-1.330923219726720230e+00
6.600000000000000311e-01,-1.502205150627868413e+00
6.700000000000000400e-01,-1.262981334978014791e+00
6.800000000000000488e-01,-1.345429624113402722e+00
6.900000000000000577e-01,-1.151914056627687977e+00
7.000000000000000666e-01,-1.677258840376099513e+00
7.099999999999999645e-01,-1.483139682118768565e+00
7.199999999999999734e-01,-1.510966635742397424e+00
7.299999999999999822e-01,-1.735894603361923361e+00
7.399999999999999911e-01,-1.279047906001240520e+00
7.500000000000000000e-01,-1.476912265571841854e+00
7.600000000000000089e-01,-1.323664907199853413e+00
7.700000000000000178e-01,-1.078901613406122895e+00
7.800000000000000266e-01,-1.484112782396624697e+00
7.900000000000000355e-01,-1.492559010145226628e+00
8.000000000000000444e-01,-1.409847280067630715e+00
8.100000000000000533e-01,-1.277821653611951769e+00
8.200000000000000622e-01,-1.509178569241219625e+00
8.300000000000000711e-01,-1.517079721350191424e+00
8.399999999999999689e-01,-1.262121964628817317e+00
8.499999999999999778e-01,-1.362170336621571831e+00
8.599999999999999867e-01,-1.723942360926584705e+00
8.699999999999999956e-01,-1.599309783519960781e+00
8.800000000000000044e-01,-1.188584531593309457e+00
8.900000000000000133e-01,-1.351750571316437721e+00
9.000000000000000222e-01,-1.524640110686892536e+00
9.100000000000000311e-01,-1.434144081110974245e+00
9.200000000000000400e-01,-1.404870046940567940e+00
9.300000000000000488e-01,-1.294769462593944986e+00
9.400000000000000577e-01,-1.607143897679481404e+00
9.500000000000000666e-01,-1.527822683705047924e+00
9.599999999999999645e-01,-1.359013876367582974e+00
9.699999999999999734e-01,-1.413210355202586088e+00
9.799999999999999822e-01,-1.310735220702367698e+00
9.899999999999999911e-01,-2.378399946993545733e+00
1.000000000000000000e+00,-1.107372019735244795e+00
1.010000000000000009e+00,-1.227619349730705078e+00
1.020000000000000018e+00,-1.316617042288790396e+00
1.030000000000000027e+00,-1.276634363714938880e+00
1.040000000000000036e+00,-1.400591226111741916e+00
1.050000000000000044e+00,-1.509722287485339542e+00
1.060000000000000053e+00,-1.393581330519107153e+00
1.070000000000000062e+00,-1.192113588646077860e+00
1.080000000000000071e+00,-1.397212664935446158e+00
1.090000000000000080e+00,-2.089491499834640109e+00
1.100000000000000089e+00,-1.449776287725404345e+00
1.110000000000000098e+00,-1.344103592119188173e+00
1.120000000000000107e+00,-1.428551144434177855e+00
1.130000000000000115e+00,-1.298022455991830748e+00
1.140000000000000124e+00,-1.290686282982359545e+00
